id,codi_estacio,codi_variable,data_lectura,data_extrem,valor_lectura,codi_estat,codi_base
V4350201151330,V4,35,2015-01-02T13:30:00.000,,0.0,V,SH
V4330201151330,V4,33,2015-01-02T13:30:00.000,,30.0,V,SH
V4320201151330,V4,32,2015-01-02T13:30:00.000,,16.1,V,SH
V4400201151330,V4,40,2015-01-02T13:30:00.000,2015-01-02T13:50:00.000,16.5,V,SH
V4420201151330,V4,42,2015-01-02T13:30:00.000,2015-01-02T13:59:00.000,15.7,V,SH
V4720201151330,V4,72,2015-01-02T13:30:00.000,2015-01-02T13:30:00.000,0.0,V,SH
V4320201151400,V4,32,2015-01-02T14:00:00.000,,15.0,V,SH
V4400201151400,V4,40,2015-01-02T14:00:00.000,2015-01-02T14:00:00.000,15.6,V,SH
V4420201151400,V4,42,2015-01-02T14:00:00.000,2015-01-02T14:25:00.000,14.7,V,SH
V4720201151400,V4,72,2015-01-02T14:00:00.000,2015-01-02T14:00:00.000,0.0,V,SH
V4440201151400,V4,44,2015-01-02T14:00:00.000,2015-01-02T14:18:00.000,28.0,V,SH
V4030201151400,V4,3,2015-01-02T14:00:00.000,2015-01-02T14:03:00.000,34.0,V,SH
V4350201151400,V4,35,2015-01-02T14:00:00.000,,0.0,V,SH
V4330201151400,V4,33,2015-01-02T14:00:00.000,,31.0,V,SH
V4320201151430,V4,32,2015-01-02T14:30:00.000,,14.5,V,SH
V4400201151430,V4,40,2015-01-02T14:30:00.000,2015-01-02T14:35:00.000,14.9,V,SH
V4420201151430,V4,42,2015-01-02T14:30:00.000,2015-01-02T14:59:00.000,13.9,V,SH
V4720201151430,V4,72,2015-01-02T14:30:00.000,2015-01-02T14:30:00.000,0.0,V,SH
V4440201151430,V4,44,2015-01-02T14:30:00.000,2015-01-02T14:39:00.000,29.0,V,SH
V4030201151430,V4,3,2015-01-02T14:30:00.000,2015-01-02T14:52:00.000,34.0,V,SH
V4350201151430,V4,35,2015-01-02T14:30:00.000,,0.0,V,SH
V4330201151430,V4,33,2015-01-02T14:30:00.000,,31.0,V,SH
V4320201151500,V4,32,2015-01-02T15:00:00.000,,13.9,V,SH
V4400201151500,V4,40,2015-01-02T15:00:00.000,2015-01-02T15:14:00.000,14.3,V,SH
V4420201151500,V4,42,2015-01-02T15:00:00.000,2015-01-02T15:29:00.000,13.2,V,SH
V4720201151500,V4,72,2015-01-02T15:00:00.000,2015-01-02T15:00:00.000,0.0,V,SH
V4440201151500,V4,44,2015-01-02T15:00:00.000,2015-01-02T15:07:00.000,31.0,V,SH
V4030201151500,V4,3,2015-01-02T15:00:00.000,2015-01-02T15:13:00.000,38.0,V,SH
V4350201151500,V4,35,2015-01-02T15:00:00.000,,0.0,V,SH
V4330201151500,V4,33,2015-01-02T15:00:00.000,,35.0,V,SH
V4320201151530,V4,32,2015-01-02T15:30:00.000,,12.2,V,SH
V4400201151530,V4,40,2015-01-02T15:30:00.000,2015-01-02T15:30:00.000,13.1,V,SH
V4420201151530,V4,42,2015-01-02T15:30:00.000,2015-01-02T15:58:00.000,11.4,V,SH
V4720201151530,V4,72,2015-01-02T15:30:00.000,2015-01-02T15:30:00.000,0.0,V,SH
V4440201151530,V4,44,2015-01-02T15:30:00.000,2015-01-02T15:30:00.000,38.0,V,SH
V4030201151530,V4,3,2015-01-02T15:30:00.000,2015-01-02T15:53:00.000,46.0,V,SH
V4350201151530,V4,35,2015-01-02T15:30:00.000,,0.0,V,SH
V4330201151530,V4,33,2015-01-02T15:30:00.000,,42.0,V,SH
V4420201151600,V4,42,2015-01-02T16:00:00.000,2015-01-02T16:29:00.000,10.2,V,SH
V4330201151600,V4,33,2015-01-02T16:00:00.000,,43.0,V,SH
V4320201151600,V4,32,2015-01-02T16:00:00.000,,10.9,V,SH
V4720201151600,V4,72,2015-01-02T16:00:00.000,2015-01-02T16:00:00.000,0.0,V,SH
V4440201151600,V4,44,2015-01-02T16:00:00.000,2015-01-02T16:00:00.000,41.0,V,SH
V4030201151600,V4,3,2015-01-02T16:00:00.000,2015-01-02T16:17:00.000,44.0,V,SH
V4350201151600,V4,35,2015-01-02T16:00:00.000,,0.0,V,SH
V4400201151600,V4,40,2015-01-02T16:00:00.000,2015-01-02T16:00:00.000,11.4,V,SH
V4400201151630,V4,40,2015-01-02T16:30:00.000,2015-01-02T16:30:00.000,10.1,V,SH
V4320201151630,V4,32,2015-01-02T16:30:00.000,,9.7,V,SH
V4030201151630,V4,3,2015-01-02T16:30:00.000,2015-01-02T16:59:00.000,51.0,V,SH
V4440201151630,V4,44,2015-01-02T16:30:00.000,2015-01-02T16:30:00.000,45.0,V,SH
V4330201151630,V4,33,2015-01-02T16:30:00.000,,49.0,V,SH
V4420201151630,V4,42,2015-01-02T16:30:00.000,2015-01-02T16:59:00.000,9.3,V,SH
V4720201151630,V4,72,2015-01-02T16:30:00.000,2015-01-02T16:30:00.000,0.0,V,SH
V4350201151630,V4,35,2015-01-02T16:30:00.000,,0.0,V,SH
V4400201151700,V4,40,2015-01-02T17:00:00.000,2015-01-02T17:00:00.000,9.3,V,SH
V4420201151700,V4,42,2015-01-02T17:00:00.000,2015-01-02T17:29:00.000,8.7,V,SH
V4330201151700,V4,33,2015-01-02T17:00:00.000,,53.0,V,SH
V4720201151700,V4,72,2015-01-02T17:00:00.000,2015-01-02T17:00:00.000,0.0,V,SH
V4320201151700,V4,32,2015-01-02T17:00:00.000,,9.0,V,SH
V4030201151700,V4,3,2015-01-02T17:00:00.000,2015-01-02T17:29:00.000,54.0,V,SH
V4350201151700,V4,35,2015-01-02T17:00:00.000,,0.0,V,SH
V4440201151700,V4,44,2015-01-02T17:00:00.000,2015-01-02T17:00:00.000,51.0,V,SH
V4400201151730,V4,40,2015-01-02T17:30:00.000,2015-01-02T17:30:00.000,8.6,V,SH
V4420201151730,V4,42,2015-01-02T17:30:00.000,2015-01-02T17:59:00.000,6.8,V,SH
V4440201151730,V4,44,2015-01-02T17:30:00.000,2015-01-02T17:30:00.000,54.0,V,SH
V4720201151730,V4,72,2015-01-02T17:30:00.000,2015-01-02T17:30:00.000,0.0,V,SH
V4330201151730,V4,33,2015-01-02T17:30:00.000,,57.0,V,SH
V4030201151730,V4,3,2015-01-02T17:30:00.000,2015-01-02T17:59:00.000,60.0,V,SH
V4350201151730,V4,35,2015-01-02T17:30:00.000,,0.0,V,SH
V4320201151730,V4,32,2015-01-02T17:30:00.000,,7.6,V,SH
V4320201151800,V4,32,2015-01-02T18:00:00.000,,6.2,V,SH
V4400201151800,V4,40,2015-01-02T18:00:00.000,2015-01-02T18:00:00.000,6.7,V,SH
V4420201151800,V4,42,2015-01-02T18:00:00.000,2015-01-02T18:29:00.000,5.5,V,SH
V4720201151800,V4,72,2015-01-02T18:00:00.000,2015-01-02T18:00:00.000,0.0,V,SH
V4440201151800,V4,44,2015-01-02T18:00:00.000,2015-01-02T18:00:00.000,60.0,V,SH
V4030201151800,V4,3,2015-01-02T18:00:00.000,2015-01-02T18:29:00.000,62.0,V,SH
V4350201151800,V4,35,2015-01-02T18:00:00.000,,0.0,V,SH
V4330201151800,V4,33,2015-01-02T18:00:00.000,,61.0,V,SH
V4440201151830,V4,44,2015-01-02T18:30:00.000,2015-01-02T18:30:00.000,62.0,V,SH
V4420201151830,V4,42,2015-01-02T18:30:00.000,2015-01-02T18:59:00.000,4.2,V,SH
V4330201151830,V4,33,2015-01-02T18:30:00.000,,65.0,V,SH
V4030201151830,V4,3,2015-01-02T18:30:00.000,2015-01-02T18:59:00.000,67.0,V,SH
V4400201151830,V4,40,2015-01-02T18:30:00.000,2015-01-02T18:30:00.000,5.5,V,SH
V4350201151830,V4,35,2015-01-02T18:30:00.000,,0.0,V,SH
V4720201151830,V4,72,2015-01-02T18:30:00.000,2015-01-02T18:30:00.000,0.0,V,SH
V4320201151830,V4,32,2015-01-02T18:30:00.000,,4.7,V,SH
V4350201151900,V4,35,2015-01-02T19:00:00.000,,0.0,V,SH
V4320201151900,V4,32,2015-01-02T19:00:00.000,,4.2,V,SH
V4400201151900,V4,40,2015-01-02T19:00:00.000,2015-01-02T19:29:00.000,4.3,V,SH
V4720201151900,V4,72,2015-01-02T19:00:00.000,2015-01-02T19:00:00.000,0.0,V,SH
V4330201151900,V4,33,2015-01-02T19:00:00.000,,66.0,V,SH
V4440201151900,V4,44,2015-01-02T19:00:00.000,2015-01-02T19:29:00.000,64.0,V,SH
V4030201151900,V4,3,2015-01-02T19:00:00.000,2015-01-02T19:01:00.000,67.0,V,SH
V4420201151900,V4,42,2015-01-02T19:00:00.000,2015-01-02T19:11:00.000,4.1,V,SH
V4030201151930,V4,3,2015-01-02T19:30:00.000,2015-01-02T19:58:00.000,64.0,V,SH
V4350201151930,V4,35,2015-01-02T19:30:00.000,,0.0,V,SH
V4320201151930,V4,32,2015-01-02T19:30:00.000,,4.4,V,SH
V4720201151930,V4,72,2015-01-02T19:30:00.000,2015-01-02T19:30:00.000,0.0,V,SH
V4420201151930,V4,42,2015-01-02T19:30:00.000,2015-01-02T19:59:00.000,4.2,V,SH
V4330201151930,V4,33,2015-01-02T19:30:00.000,,63.0,V,SH
V4440201151930,V4,44,2015-01-02T19:30:00.000,2015-01-02T19:36:00.000,63.0,V,SH
V4400201151930,V4,40,2015-01-02T19:30:00.000,2015-01-02T19:33:00.000,4.7,V,SH
V4320201152000,V4,32,2015-01-02T20:00:00.000,,4.6,V,SH
V4400201152000,V4,40,2015-01-02T20:00:00.000,2015-01-02T20:17:00.000,5.0,V,SH
V4420201152000,V4,42,2015-01-02T20:00:00.000,2015-01-02T20:03:00.000,4.1,V,SH
V4720201152000,V4,72,2015-01-02T20:00:00.000,2015-01-02T20:00:00.000,0.0,V,SH
V4440201152000,V4,44,2015-01-02T20:00:00.000,2015-01-02T20:14:00.000,59.0,V,SH
V4030201152000,V4,3,2015-01-02T20:00:00.000,2015-01-02T20:02:00.000,64.0,V,SH
V4350201152000,V4,35,2015-01-02T20:00:00.000,,0.0,V,SH
V4330201152000,V4,33,2015-01-02T20:00:00.000,,61.0,V,SH
V4400201152030,V4,40,2015-01-02T20:30:00.000,2015-01-02T20:30:00.000,4.1,V,SH
V4420201152030,V4,42,2015-01-02T20:30:00.000,2015-01-02T20:51:00.000,2.8,V,SH
V4330201152030,V4,33,2015-01-02T20:30:00.000,,67.0,V,SH
V4320201152030,V4,32,2015-01-02T20:30:00.000,,3.2,V,SH
V4030201152030,V4,3,2015-01-02T20:30:00.000,2015-01-02T20:51:00.000,68.0,V,SH
V4350201152030,V4,35,2015-01-02T20:30:00.000,,0.0,V,SH
V4720201152030,V4,72,2015-01-02T20:30:00.000,2015-01-02T20:30:00.000,0.0,V,SH
V4440201152030,V4,44,2015-01-02T20:30:00.000,2015-01-02T20:59:00.000,63.0,V,SH
V4420201152100,V4,42,2015-01-02T21:00:00.000,2015-01-02T21:29:00.000,3.2,V,SH
V4330201152100,V4,33,2015-01-02T21:00:00.000,,61.0,V,SH
V4440201152100,V4,44,2015-01-02T21:00:00.000,2015-01-02T21:09:00.000,59.0,V,SH
V4400201152100,V4,40,2015-01-02T21:00:00.000,2015-01-02T21:06:00.000,4.6,V,SH
V4350201152100,V4,35,2015-01-02T21:00:00.000,,0.0,V,SH
V4720201152100,V4,72,2015-01-02T21:00:00.000,2015-01-02T21:00:00.000,0.0,V,SH
V4320201152100,V4,32,2015-01-02T21:00:00.000,,4.0,V,SH
V4030201152100,V4,3,2015-01-02T21:00:00.000,2015-01-02T21:29:00.000,65.0,V,SH
V4320201152130,V4,32,2015-01-02T21:30:00.000,,2.6,V,SH
V4440201152130,V4,44,2015-01-02T21:30:00.000,2015-01-02T21:30:00.000,65.0,V,SH
V4030201152130,V4,3,2015-01-02T21:30:00.000,2015-01-02T21:58:00.000,69.0,V,SH
V4330201152130,V4,33,2015-01-02T21:30:00.000,,68.0,V,SH
V4720201152130,V4,72,2015-01-02T21:30:00.000,2015-01-02T21:30:00.000,0.0,V,SH
V4400201152130,V4,40,2015-01-02T21:30:00.000,2015-01-02T21:30:00.000,3.2,V,SH
V4420201152130,V4,42,2015-01-02T21:30:00.000,2015-01-02T21:59:00.000,2.2,V,SH
V4350201152130,V4,35,2015-01-02T21:30:00.000,,0.0,V,SH
V4330201152200,V4,33,2015-01-02T22:00:00.000,,69.0,V,SH
V4440201152200,V4,44,2015-01-02T22:00:00.000,2015-01-02T22:29:00.000,68.0,V,SH
V4030201152200,V4,3,2015-01-02T22:00:00.000,2015-01-02T22:04:00.000,69.0,V,SH
V4420201152200,V4,42,2015-01-02T22:00:00.000,2015-01-02T22:00:00.000,2.2,V,SH
V4720201152200,V4,72,2015-01-02T22:00:00.000,2015-01-02T22:00:00.000,0.0,V,SH
V4320201152200,V4,32,2015-01-02T22:00:00.000,,2.4,V,SH
V4400201152200,V4,40,2015-01-02T22:00:00.000,2015-01-02T22:25:00.000,2.5,V,SH
V4350201152200,V4,35,2015-01-02T22:00:00.000,,0.0,V,SH
V4320201152230,V4,32,2015-01-02T22:30:00.000,,2.6,V,SH
V4400201152230,V4,40,2015-01-02T22:30:00.000,2015-01-02T22:41:00.000,2.8,V,SH
V4420201152230,V4,42,2015-01-02T22:30:00.000,2015-01-02T22:57:00.000,2.3,V,SH
V4720201152230,V4,72,2015-01-02T22:30:00.000,2015-01-02T22:30:00.000,0.0,V,SH
V4440201152230,V4,44,2015-01-02T22:30:00.000,2015-01-02T22:41:00.000,66.0,V,SH
V4030201152230,V4,3,2015-01-02T22:30:00.000,2015-01-02T22:57:00.000,68.0,V,SH
V4350201152230,V4,35,2015-01-02T22:30:00.000,,0.0,V,SH
V4330201152230,V4,33,2015-01-02T22:30:00.000,,67.0,V,SH
V4320201152300,V4,32,2015-01-02T23:00:00.000,,2.4,V,SH
V4350201152300,V4,35,2015-01-02T23:00:00.000,,0.0,V,SH
V4720201152300,V4,72,2015-01-02T23:00:00.000,2015-01-02T23:00:00.000,0.0,V,SH
V4030201152300,V4,3,2015-01-02T23:00:00.000,2015-01-02T23:29:00.000,70.0,V,SH
V4420201152300,V4,42,2015-01-02T23:00:00.000,2015-01-02T23:29:00.000,1.7,V,SH
V4330201152300,V4,33,2015-01-02T23:00:00.000,,67.0,V,SH
V4440201152300,V4,44,2015-01-02T23:00:00.000,2015-01-02T23:08:00.000,65.0,V,SH
V4400201152300,V4,40,2015-01-02T23:00:00.000,2015-01-02T23:10:00.000,2.7,V,SH
V4320201152330,V4,32,2015-01-02T23:30:00.000,,2.1,V,SH
V4400201152330,V4,40,2015-01-02T23:30:00.000,2015-01-02T23:53:00.000,2.3,V,SH
V4420201152330,V4,42,2015-01-02T23:30:00.000,2015-01-02T23:30:00.000,1.7,V,SH
V4720201152330,V4,72,2015-01-02T23:30:00.000,2015-01-02T23:30:00.000,0.0,V,SH
V4440201152330,V4,44,2015-01-02T23:30:00.000,2015-01-02T23:54:00.000,67.0,V,SH
V4030201152330,V4,3,2015-01-02T23:30:00.000,2015-01-02T23:30:00.000,70.0,V,SH
V4350201152330,V4,35,2015-01-02T23:30:00.000,,0.0,V,SH
V4330201152330,V4,33,2015-01-02T23:30:00.000,,68.0,V,SH
V4320301150000,V4,32,2015-01-03T00:00:00.000,,1.6,V,SH
V4400301150000,V4,40,2015-01-03T00:00:00.000,2015-01-03T00:00:00.000,2.0,V,SH
V4420301150000,V4,42,2015-01-03T00:00:00.000,2015-01-03T00:29:00.000,1.1,V,SH
V4720301150000,V4,72,2015-01-03T00:00:00.000,2015-01-03T00:00:00.000,0.0,V,SH
V4440301150000,V4,44,2015-01-03T00:00:00.000,2015-01-03T00:00:00.000,68.0,V,SH
V4030301150000,V4,3,2015-01-03T00:00:00.000,2015-01-03T00:29:00.000,72.0,V,SH
V4350301150000,V4,35,2015-01-03T00:00:00.000,,0.0,V,SH
V4330301150000,V4,33,2015-01-03T00:00:00.000,,70.0,V,SH
